source_file,asset_canonical_id,display_name,category,mapping_status,canonical_id,family_id,slot_id,visual_reference_id,binding_ids,task_reference_ids,target_resource_path,usage_interfaces,variant,mapping_reason,sha256
merged_final_assets/batch03/02_巨红蜈蚣王.png,visual.asset.736c59f387c5d2c7,巨红蜈蚣王,怪物,mapped_name_family,,visual.family.monster.3ace1807fdc85828,,,derived.monster_definition.c5d9bd950593f414,,assets/authoritative/batch03/736c59f387c5d2c7.png,战斗|任务|掉落提示,base,绑定全部同名怪物定义与放置实例。,736c59f387c5d2c736185c473c2a836d1fd0639ed65e65f41fe60414d7a95d0f
merged_final_assets/batch03/03_桃花妖.png,visual.asset.ea961706a90bc9cb,桃花妖,怪物,mapped_name_family,,visual.family.monster.bc69766b8ad1740e,,,derived.monster_definition.5d4992cfd7acccf5,,assets/authoritative/batch03/ea961706a90bc9cb.png,战斗|任务|掉落提示,base,绑定全部同名怪物定义与放置实例。,ea961706a90bc9cbbeea085ade604612b5a0fe7100d0448dd43f2fd1c9aa483d
merged_final_assets/batch03/04_狐仙.png,visual.asset.2199b1031872294c,狐仙,怪物,mapped_name_family,,visual.family.monster.076fd67043cafcde,,,derived.monster_definition.ef74e1d297efebbd,,assets/authoritative/batch03/2199b1031872294c.png,战斗|任务|掉落提示,base,绑定全部同名怪物定义与放置实例。,2199b1031872294c7d138c930c2538a39f82a4216d543eac3b5bc4cdb09c3194
merged_final_assets/batch03/05_千年桐妖.png,visual.asset.f0dc2f66353634c6,千年桐妖,怪物,mapped_name_family,,visual.family.monster.5945d3d04b06c4e2,,,derived.monster_definition.53e8e341a048bf06,,assets/authoritative/batch03/f0dc2f66353634c6.png,战斗|任务|掉落提示,base,绑定全部同名怪物定义与放置实例。,f0dc2f66353634c61f94750674e3042a2991eee21e570b6b0f3fde44ac21d879
merged_final_assets/batch03/06_凤凰.png,visual.asset.aa12641a1eae44d1,凤凰,怪物,mapped_name_family,,visual.family.monster.4dcefb1d667a62e7,,,derived.monster_definition.0e3b863d357f5045,,assets/authoritative/batch03/aa12641a1eae44d1.png,战斗|任务|掉落提示,base,绑定全部同名怪物定义与放置实例。,aa12641a1eae44d17f37a32ed4368a18cc9689c559a2e9c199b740b5fa46b7d3
merged_final_assets/batch03/07_妖龙.png,visual.asset.a1025b8afcbae7c5,妖龙,怪物,mapped_name_family,,visual.family.monster.8ce2ab843b921a9f,,,derived.monster_definition.3da4535f541a7193|derived.monster_definition.b8e76bfec2006ba1,,assets/authoritative/batch03/a1025b8afcbae7c5.png,战斗|任务|掉落提示,base,绑定全部同名怪物定义与放置实例。,a1025b8afcbae7c58df9da6e5a5f1cca5317dc511f8143406768e98cbf4acafc
merged_final_assets/batch03/08_地魔戈蒂拉.png,visual.asset.6bb4240586c31c84,地魔戈蒂拉,怪物,mapped_name_family,,visual.family.monster.42bb6766925f9f5b,,,derived.monster_definition.07daf2876a78b320,,assets/authoritative/batch03/6bb4240586c31c84.png,战斗|任务|掉落提示,base,绑定全部同名怪物定义与放置实例。,6bb4240586c31c84c23492048fb0da46de90b8ae73636bf0889d2921d2ad3c7c
merged_final_assets/batch03/09_千年花妖.png,visual.asset.9e179c1f5184a2b2,千年花妖,怪物,mapped_name_family,,visual.family.monster.22590d85047848c9,,,derived.monster_definition.1baa594335d78cab,,assets/authoritative/batch03/9e179c1f5184a2b2.png,战斗|任务|掉落提示,base,绑定全部同名怪物定义与放置实例。,9e179c1f5184a2b23e67a1976abf9ab639c65c9cdbcae98384e2e28178845e18
merged_final_assets/batch03/10_沼泽蜂.png,visual.asset.a4cd1de2e0e6baed,沼泽蜂,怪物,mapped_name_family,,visual.family.monster.bc5f20a717aaf32b,,,derived.monster_definition.b91b6e5835189db1,,assets/authoritative/batch03/a4cd1de2e0e6baed.png,战斗|任务|掉落提示,base,绑定全部同名怪物定义与放置实例。,a4cd1de2e0e6baed1447cda66c3dc2f4c3c2ffc3bd3d583d4ff1b5ff68511161
merged_final_assets/batch03/11_沼泽鼠.png,visual.asset.f162c725ec58bbfa,沼泽鼠,怪物,mapped_name_family,,visual.family.monster.72bccc1b88342a26,,,derived.monster_definition.1e234cbd770ce19f,,assets/authoritative/batch03/f162c725ec58bbfa.png,战斗|任务|掉落提示,base,绑定全部同名怪物定义与放置实例。,f162c725ec58bbfad74a80d461c08812541b15c0ce0bae6b1ba0c4533fe2aa0b
merged_final_assets/batch03/12_沼泽玄龟.png,visual.asset.ff38938f04585de8,沼泽玄龟,怪物,mapped_name_family,,visual.family.monster.fc3f571066fbd39e,,,derived.monster_definition.4eaa3d4fdf6055e5,,assets/authoritative/batch03/ff38938f04585de8.png,战斗|任务|掉落提示,base,绑定全部同名怪物定义与放置实例。,ff38938f04585de83d96f698223e7f02cd549893831508125706d4265f735578
merged_final_assets/batch03/13_剑齿虎.png,visual.asset.70258f3f38d17e65,剑齿虎,怪物,mapped_name_family,,visual.family.monster.b9e89bda580d55ca,,,derived.monster_definition.57712730b8fe3f15,,assets/authoritative/batch03/70258f3f38d17e65.png,战斗|任务|掉落提示,base,绑定全部同名怪物定义与放置实例。,70258f3f38d17e657e164ead5f6bd5c986ea28dcf79d910d540a55474907ac41
merged_final_assets/batch03/14_火山岩虫头领.png,visual.asset.52a343638f3d087b,火山岩虫头领,怪物,mapped_name_family,,visual.family.monster.b84dbb2d85e2b17e,,,derived.monster_definition.ac9ba8bdfecc01c2,,assets/authoritative/batch03/52a343638f3d087b.png,战斗|任务|掉落提示,base,绑定全部同名怪物定义与放置实例。,52a343638f3d087b9c11a3bb8649cacce8eedfc5cacf6eb53a89f310930bc6cc
merged_final_assets/batch03/15_双头蛇.png,visual.asset.789cdf66caf05e64,双头蛇,怪物,mapped_name_family,,visual.family.monster.db088380128bd430,,,derived.monster_definition.4567a394c91ba81c|derived.monster_definition.e17792f4234017f0,,assets/authoritative/batch03/789cdf66caf05e64.png,战斗|任务|掉落提示,base,绑定全部同名怪物定义与放置实例。,789cdf66caf05e64d51be561515d9b1391c61ae4b03366d4236b58e8039a1cf4
merged_final_assets/batch03/16_灰熊.png,visual.asset.198bd93349c3b806,灰熊,怪物,mapped_name_family,,visual.family.monster.50cb759ee9841d21,,,derived.monster_definition.2235fe1c36b18f7b,,assets/authoritative/batch03/198bd93349c3b806.png,战斗|任务|掉落提示,base,绑定全部同名怪物定义与放置实例。,198bd93349c3b806a17d5ba929ff31beecc0bc5556fc91e90af01ac9570cea5d
merged_final_assets/batch03/17_海贼头目.png,visual.asset.f018e4d71cddd54d,海贼头目,怪物,mapped_name_family,,visual.family.monster.b04b6c1d5f88025f,,,derived.monster_definition.6c94bb3a3d6d3274,,assets/authoritative/batch03/f018e4d71cddd54d.png,战斗|任务|掉落提示,base,绑定全部同名怪物定义与放置实例。,f018e4d71cddd54d6a60b4c3e997c1550e0170ca6ff23ee8aa780803a37ff8bd
merged_final_assets/batch03/18_邪恶山精.png,visual.asset.b12191e42f033ac2,邪恶山精,怪物,mapped_name_family,,visual.family.monster.55dcc83e3eaf5e50,,,derived.monster_definition.c5fbd23de900c566|derived.monster_definition.c8ea153da2cd9ad6,,assets/authoritative/batch03/b12191e42f033ac2.png,战斗|任务|掉落提示,base,绑定全部同名怪物定义与放置实例。,b12191e42f033ac2de650a311dfea9ec63ec8354e4364aece902918ed3b8eadd
merged_final_assets/batch03/19_邪恶水妖.png,visual.asset.ccc98ce6f7a4813a,邪恶水妖,怪物,mapped_name_family,,visual.family.monster.3332c10a7c07f178,,,derived.monster_definition.605cd4a57c72bdb1|derived.monster_definition.c682ffba5b417077,,assets/authoritative/batch03/ccc98ce6f7a4813a.png,战斗|任务|掉落提示,base,绑定全部同名怪物定义与放置实例。,ccc98ce6f7a4813a4270cb776d3fec7c4ea78689fe2f16163c6008e07e5d9a48
merged_final_assets/batch03/20_邪恶花精.png,visual.asset.cd813ccc47bdc01b,邪恶花精,怪物,mapped_name_family,,visual.family.monster.3823d7b7f0515417,,,derived.monster_definition.e64e02d87cec37d8,,assets/authoritative/batch03/cd813ccc47bdc01b.png,战斗|任务|掉落提示,base,绑定全部同名怪物定义与放置实例。,cd813ccc47bdc01b2b0bc68261b467b02ebfbeacc12a0b55cb83a6d746fefc28
merged_final_assets/batch03/21_强化邪恶僵尸.png,visual.asset.77aa4b05f354b62f,强化邪恶僵尸,怪物,mapped_name_family,,visual.family.monster.e584f69d294dab35,,,derived.monster_definition.aad9e371b0446cae,,assets/authoritative/batch03/77aa4b05f354b62f.png,战斗|任务|掉落提示,base,绑定全部同名怪物定义与放置实例。,77aa4b05f354b62f78dba89fd38978080fe0b8cd5a334689e4cef2380db82200
merged_final_assets/batch03/22_地蜘蛛.png,visual.asset.1f8038da11be2c4a,地蜘蛛,怪物,mapped_name_family,,visual.family.monster.d8f4daffae9b9b72,,,derived.monster_definition.0a567fa97330cfa6,,assets/authoritative/batch03/1f8038da11be2c4a.png,战斗|任务|掉落提示,base,绑定全部同名怪物定义与放置实例。,1f8038da11be2c4aaa17f82de6b3b2ac35c055701ec23e4c2a22e1fcab685dd6
merged_final_assets/batch03/23_鳄鱼.png,visual.asset.2e478bb37d8cf777,鳄鱼,怪物,mapped_name_family,,visual.family.monster.18b1ee5bd5a10c01,,,derived.monster_definition.454bdfedcce70cd7|derived.monster_definition.8351cdbe28814f0d,,assets/authoritative/batch03/2e478bb37d8cf777.png,战斗|任务|掉落提示,base,绑定全部同名怪物定义与放置实例。,2e478bb37d8cf77786fbe73570d090db98e729847292ff6eae29543d5cd5f56f
merged_final_assets/batch03/24_山猪.png,visual.asset.58edd7bd9000ee28,山猪,怪物,mapped_name_family,,visual.family.monster.907c2f6ccc7797de,,,derived.monster_definition.ebc9853e7197601c,,assets/authoritative/batch03/58edd7bd9000ee28.png,战斗|任务|掉落提示,base,绑定全部同名怪物定义与放置实例。,58edd7bd9000ee2853ab1d59100a148f8e17f8eedc584544a0291b608cde8184
merged_final_assets/batch03/25_龙虾.png,visual.asset.98e5e2a7c79519d7,龙虾,怪物,mapped_name_family,,visual.family.monster.1102ded688a594d5,,,derived.monster_definition.39f9a83a573c7d74,,assets/authoritative/batch03/98e5e2a7c79519d7.png,战斗|任务|掉落提示,base,绑定全部同名怪物定义与放置实例。,98e5e2a7c79519d7b3db4a5b36c47e8da69b07784dedc7e3094cffbad454c0a4
merged_final_assets/batch03/26_海贼.png,visual.asset.2eee90b38ea9e142,海贼,怪物,mapped_name_family,,visual.family.monster.fe47e60c48e293f4,,,derived.monster_definition.88b89f936d54a33a|derived.monster_definition.cc8797a0a9a1c5e0,,assets/authoritative/batch03/2eee90b38ea9e142.png,战斗|任务|掉落提示,base,绑定全部同名怪物定义与放置实例。,2eee90b38ea9e14219d905e5fdc6d59c47ef72078912b140a331fa73bfa3db37
merged_final_assets/batch03/27_偷渡客.png,visual.asset.44eb92dab78c2bbe,偷渡客,怪物,mapped_name_family,,visual.family.monster.ac777e68de69cd97,,,derived.monster_definition.d14354b96dc1b78b,,assets/authoritative/batch03/44eb92dab78c2bbe.png,战斗|任务|掉落提示,base,绑定全部同名怪物定义与放置实例。,44eb92dab78c2bbe0b9aeb97752148cc0931434a21c46f4771672fd9e6c03f6a
merged_final_assets/batch03/28_走私客.png,visual.asset.9c20a182b385cc34,走私客,怪物,mapped_name_family,,visual.family.monster.05ebf5212f5f91c4,,,derived.monster_definition.1890873a37a412d4,,assets/authoritative/batch03/9c20a182b385cc34.png,战斗|任务|掉落提示,base,绑定全部同名怪物定义与放置实例。,9c20a182b385cc34cf5cb03aa822363b522d9e1fdb9f94760e1b6cefed5ebd82
merged_final_assets/batch03/29_火山岩虫.png,visual.asset.3cc02b990bd9cc34,火山岩虫,怪物,mapped_name_family,,visual.family.monster.8f187d265c524081,,,derived.monster_definition.49a908a39491570f,,assets/authoritative/batch03/3cc02b990bd9cc34.png,战斗|任务|掉落提示,base,绑定全部同名怪物定义与放置实例。,3cc02b990bd9cc3457673e84a958a615bcaab8b17469d1020084e2d5bf4d1ad8
merged_final_assets/batch03/30_鲨鱼.png,visual.asset.a95c67421eda2cc7,鲨鱼,怪物,mapped_name_family,,visual.family.monster.d2f814bc1cb1b007,,,derived.monster_definition.87b78622ebb2d6fb|derived.monster_definition.b6deb5a1556ed060,,assets/authoritative/batch03/a95c67421eda2cc7.png,战斗|任务|掉落提示,base,绑定全部同名怪物定义与放置实例。,a95c67421eda2cc7c555c2aaf27b32e0d6b730950d60a1a52ccb8b49826a1178
merged_final_assets/batch04/01_老板（新手指引）.png,visual.asset.4d9319f657c68937,老板（新手指引）,NPC,mapped_name_family,,visual.family.npc.dbbf0cd1929c17a2,,,derived.npc_definition.910401458dfb1656,,assets/authoritative/batch04/4d9319f657c68937.png,NPC|对话|任务,base,绑定同名 NPC 族。,4d9319f657c689371b337df34fc9d79d8615b02a09df8bdf3ab966382afd20c7
merged_final_assets/batch04/02_福利官.png,visual.asset.0a156730dcb13b93,福利官,NPC,mapped_name_family,,visual.family.npc.f7f8e4459fd4320a,,,derived.npc_definition.e4605e4a14ee8b35,,assets/authoritative/batch04/0a156730dcb13b93.png,NPC|对话|任务,base,绑定同名 NPC 族。,0a156730dcb13b931e9685eabe91b548479e9e81e89d36f80bad29c324c78790
merged_final_assets/batch04/03_卡萨诺.png,visual.asset.df6545cbe9be7556,卡萨诺,NPC,mapped_name_family,,visual.family.npc.be3cfa39e8237b24,,,derived.npc_definition.610b399ed8ff14c4,,assets/authoritative/batch04/df6545cbe9be7556.png,NPC|对话|任务,base,绑定同名 NPC 族。,df6545cbe9be75568b0f22a3555d13dedff1c9b9169702bbf4b8f7720b007fe4
merged_final_assets/batch04/04_赌场老板.png,visual.asset.d61ce3cb0fd0fbea,赌场老板,NPC,mapped_name_family,,visual.family.npc.02b4231899d5b43e,,,derived.npc_definition.4c59cfdefd644bbf,,assets/authoritative/batch04/d61ce3cb0fd0fbea.png,NPC|对话|任务,base,绑定同名 NPC 族。,d61ce3cb0fd0fbeab2ade11eed7ec7b95c8831c831cdeca7c86a6be0da709fde
merged_final_assets/batch04/05_威尼斯公主.png,visual.asset.c849332b6501cd43,威尼斯公主,NPC,mapped_name_family,,visual.family.npc.d933e000e2084d06,,,derived.npc_definition.3dea4b1eac3ad3f3,,assets/authoritative/batch04/c849332b6501cd43.png,NPC|对话|任务,base,绑定同名 NPC 族。,c849332b6501cd439b41dd2ec7f53a67f12c3feeeada7d999e372ae539cdcdf1
merged_final_assets/batch04/06_威尼斯国王.png,visual.asset.f4f48c62356b734c,威尼斯国王,NPC,mapped_name_family,,visual.family.npc.732752f03cc5819a,,,derived.npc_definition.5a8b1f64db717eae,,assets/authoritative/batch04/f4f48c62356b734c.png,NPC|对话|任务,base,绑定同名 NPC 族及已确认别名。,f4f48c62356b734c6207cfaae3dc9fc7e0e2c23f1765cdbc3cc0939b7244fc1b
merged_final_assets/batch04/07_罗西.png,visual.asset.7c2c3e332f462cdf,罗西,NPC,mapped_name_family,,visual.family.npc.10abaa4efdd6c9ba,,,derived.npc_definition.22ba5d6986eb91c4,,assets/authoritative/batch04/7c2c3e332f462cdf.png,NPC|对话|任务,base,绑定同名 NPC 族。,7c2c3e332f462cdfec49114a23cdcb3164d200e3f235178bb59f444242bbc9f8
merged_final_assets/batch04/08_詹姆斯.png,visual.asset.ec5d569e340b8d4e,詹姆斯,NPC,mapped_name_family,,visual.family.npc.b236cc6b41b50a7c,,,derived.npc_definition.b665a8c17a61ab03,,assets/authoritative/batch04/ec5d569e340b8d4e.png,NPC|对话|任务,base,绑定同名 NPC 族。,ec5d569e340b8d4e1369bd8f75e9c0cff3526dd20dfaf95f78d2eed34e4eff69
merged_final_assets/batch04/09_怪博士.png,visual.asset.17c7ed2dbb50231c,怪博士,NPC,mapped_name_family,,visual.family.npc.5f20e7d8f254324b,,,derived.npc_definition.bee94ea22ffa7a68,,assets/authoritative/batch04/17c7ed2dbb50231c.png,NPC|对话|任务,base,绑定同名 NPC 族。,17c7ed2dbb50231c1f5390f8d2f9b54110942924b44e1bbc05ad7fc6063cb8fd
merged_final_assets/batch04/10_多纳多.png,visual.asset.77429f6a13c0d35b,多纳多,NPC,mapped_name_family,,visual.family.npc.abe47143dedc4e73,,,derived.npc_definition.d8593242036fb8d8,,assets/authoritative/batch04/77429f6a13c0d35b.png,NPC|对话|任务,base,绑定同名 NPC 族。,77429f6a13c0d35b864c27c0b7398e96c3c18a1130b65ff8603eb53f411b4ba1
merged_final_assets/batch04/11_露丝.png,visual.asset.49f0c16ed66c4b75,露丝,NPC,mapped_name_family,,visual.family.npc.b7d997cde1864358,,,derived.npc_definition.a73122cf3fc3ea7d|derived.npc_definition.ec645a5bd139ec63,,assets/authoritative/batch04/49f0c16ed66c4b75.png,NPC|对话|任务,base,绑定同名 NPC 族。,49f0c16ed66c4b759f5a8875f5af578e6dc74076b46bb270481c4bb009ca6488
merged_final_assets/batch04/12_保罗.png,visual.asset.c13567b7c96468eb,保罗,NPC,mapped_name_family,,visual.family.npc.ca52f4de445b8782,,,derived.npc_definition.5d175b022c869804,,assets/authoritative/batch04/c13567b7c96468eb.png,NPC|对话|任务,base,绑定同名 NPC 族。,c13567b7c96468eb7d3f4e8d3fc8378eb7d27118864158736e0de5c98e354330
merged_final_assets/batch04/13_宠物饲养员.png,visual.asset.e59d0c2a2028b90d,宠物饲养员,NPC,mapped_name_family,,visual.family.npc.56e7a3d31bb402d9,,,derived.npc_definition.454a01f0db21c5f3,,assets/authoritative/batch04/e59d0c2a2028b90d.png,NPC|对话|任务,base,绑定同名 NPC 族。,e59d0c2a2028b90dae7776d05a0c049cf307b5bed8117be056fdf6e49a6d21db
merged_final_assets/batch04/14_张真人.png,visual.asset.4d02f245fa4bd126,张真人,NPC,mapped_name_family,,visual.family.npc.4b26edf4b3f22542,,,derived.npc_definition.04ec83c2c7c1986b|derived.npc_definition.29975703e29914ea|derived.npc_definition.4412e87686302ed1|derived.npc_definition.485ed9a77e6b7f3d|derived.npc_definition.95a697527b64739f|derived.npc_definition.a3bb0b619be3f60f|derived.npc_definition.a54dfbc2c0432381|derived.npc_definition.c41bd9c7a40ba47d|derived.npc_definition.e778ad82bd06ce84|runtime.contextual-npc.9baa7f5426530ea4,,assets/authoritative/batch04/4d02f245fa4bd126.png,NPC|对话|任务,base,绑定同名 NPC 族。,4d02f245fa4bd126260a6973140dd3f4ec0ad46eb630d14ca1f0ae3fe17d66d5
merged_final_assets/batch04/15_苦难大师.png,visual.asset.b3f27aa3cb767d79,苦难大师,NPC,mapped_name_family,,visual.family.npc.3b4c7d88ca726064,,,derived.npc_definition.59c32cc8b39e083c|derived.npc_definition.8ad6687042990ba2|derived.npc_definition.9cc749bd61841e90|derived.npc_definition.b3d98ee8a8895c77|derived.npc_definition.c18bdf26c5e3da24|derived.npc_definition.d520ae36a2925ca7|derived.npc_definition.dfbc40befe6230ab|runtime.contextual-npc.071708c8b70c9077|runtime.contextual-npc.cddf4763c36a9dcc|runtime.contextual-npc.ef313824d46f569f,,assets/authoritative/batch04/b3f27aa3cb767d79.png,NPC|对话|任务,base,绑定同名 NPC 族。,b3f27aa3cb767d795d72f62042445a5b38bc0a1acb664c60b6e38c44892d15fc
merged_final_assets/batch04/16_韩生.png,visual.asset.187ebe1b1b24ad73,韩生,NPC,mapped_name_family,,visual.family.npc.3cae6a9f247e1b56,,,derived.npc_definition.1ce7c1ba9455f570|derived.npc_definition.7a91c31750136567|derived.npc_definition.8f709c0c7e612f25|derived.npc_definition.bd212cddd716a56b|derived.npc_definition.cee2f504f14a566e|derived.npc_definition.d3a503f9026da4e4,,assets/authoritative/batch04/187ebe1b1b24ad73.png,NPC|对话|任务,base,绑定同名 NPC 族。,187ebe1b1b24ad73cb1c38cef80e232b7c5e0fd7bf409fd29c19badd3adf2236
merged_final_assets/batch04/17_垂钓老人.png,visual.asset.1c9a661753c8f0c8,垂钓老人,NPC,mapped_name_family,,visual.family.npc.9098400ab305be67,,,derived.npc_definition.5ad95b190a11ae42|derived.npc_definition.bfaaf82ed6b8bf88|derived.npc_definition.f13a6e3d34042956|runtime.contextual-npc.c830a9932586a763,,assets/authoritative/batch04/1c9a661753c8f0c8.png,NPC|对话|任务,base,绑定同名 NPC 族。,1c9a661753c8f0c8b429f22f1db81cf3d632077fcab907186d3b1916fc0e4461
merged_final_assets/batch04/18_沈茂.png,visual.asset.86f5d083a4e5170d,沈茂,NPC,mapped_name_family,,visual.family.npc.b7a59d5c49d1d5ae,,,derived.npc_definition.17c6aa509fe7979b|derived.npc_definition.5f791560ab801b00|derived.npc_definition.9eb1d32bd03f96e5|derived.npc_definition.ba57bbc28df9e284,,assets/authoritative/batch04/86f5d083a4e5170d.png,NPC|对话|任务,base,绑定同名 NPC 族。,86f5d083a4e5170ddb98ad5ffb19082a3b166042170ebd282379cc29ed9eba9c
merged_final_assets/batch04/19_商人李.png,visual.asset.85db71eebe3d92fb,商人李,NPC,mapped_name_family,,visual.family.npc.9a6e640a5edefbd7,,,derived.npc_definition.1a591b9cfe3b0695,,assets/authoritative/batch04/85db71eebe3d92fb.png,NPC|对话|任务,base,绑定同名 NPC 族。,85db71eebe3d92fb1c708b1e24a2e6105477683fcb7c4a2ffdeb3c4cff6ddbd4
merged_final_assets/batch04/20_阿巴斯.png,visual.asset.d90f485cec7bd830,阿巴斯,NPC,mapped_name_family,,visual.family.npc.bba9086634faa295,,,derived.npc_definition.9b24322b8a4c3383,,assets/authoritative/batch04/d90f485cec7bd830.png,NPC|对话|任务,base,绑定同名 NPC 族。,d90f485cec7bd830bb19b6c57fd6051320c44582a3e8205bd1109dd54ec3156a
merged_final_assets/batch04/21_侯赛因.png,visual.asset.d021ddcaa2a5688b,侯赛因,NPC,mapped_name_family,,visual.family.npc.3b9370ab4856f25a,,,derived.npc_definition.03030119c55991e5,,assets/authoritative/batch04/d021ddcaa2a5688b.png,NPC|对话|任务,base,绑定同名 NPC 族。,d021ddcaa2a5688b7ceb59e24eafb7e5f9f5baa00685aecc8ac48693742ccfc5
merged_final_assets/batch04/22_马蒂.png,visual.asset.ca2c1d4f771742eb,马蒂,NPC,mapped_name_family,,visual.family.npc.19aaf12e7b627653,,,derived.npc_definition.4f01b60009a1900f|derived.npc_definition.b034f243b90bb5f9,,assets/authoritative/batch04/ca2c1d4f771742eb.png,NPC|对话|任务,base,绑定同名 NPC 族。,ca2c1d4f771742ebd3b16d040c64bcf4b35e8001a2e83ad87dce3b29a13708a9
merged_final_assets/batch04/23_奥布帕斯.png,visual.asset.5374688320e26f80,奥布帕斯,NPC,mapped_name_family,,visual.family.npc.27f10c6b60bc7723,,,derived.npc_definition.e0814f0184257f31,,assets/authoritative/batch04/5374688320e26f80.png,NPC|对话|任务,base,绑定同名 NPC 族。,5374688320e26f807f12fa228a1fb8a9ad3f0efbb0efe86b0f82956bc48c6fe7
merged_final_assets/batch04/24_龙珠使者.png,visual.asset.a5c0e77b2f5b2ad2,龙珠使者,NPC,mapped_name_family,,visual.family.npc.44337ce3687c7d2d,,,derived.npc_definition.535d02054fad5986|derived.npc_definition.cdc87ff242043d2a|runtime.contextual-npc.10b054df73bcb009,,assets/authoritative/batch04/a5c0e77b2f5b2ad2.png,NPC|对话|任务,base,绑定同名 NPC 族。,a5c0e77b2f5b2ad256dd76434d598aaae196dd7676ae9a329c5d85cb076a08af
merged_final_assets/batch04/25_药王.png,visual.asset.dff013f262ed3fc2,药王,NPC,mapped_name_family,,visual.family.npc.01b204ff3a94ac86,,,derived.npc_definition.41e35f6ac4216478|derived.npc_definition.4eddebea422e4fc8|derived.npc_definition.cbf612fc4b209be4|derived.npc_definition.f08c730930814e64|runtime.contextual-npc.0a3a90a82146de9e,,assets/authoritative/batch04/dff013f262ed3fc2.png,NPC|对话|任务,base,绑定同名 NPC 族。,dff013f262ed3fc2441a8fefb2a78b770fa49489616cbff4e05470562d655e4d
merged_final_assets/batch04/26_王一仙.png,visual.asset.ec64a0f4a1ab4904,王一仙,NPC,mapped_name_family,,visual.family.npc.b30af4b202b3822a,,,derived.npc_definition.7af08b2548bc0c6d,,assets/authoritative/batch04/ec64a0f4a1ab4904.png,NPC|对话|任务,base,绑定同名 NPC 族。,ec64a0f4a1ab4904d8e6d6e3983581fc5586c8c063b127f14ffee58f2b09460b
merged_final_assets/batch04/27_小良.png,visual.asset.d6ff39e190e33cfe,小良,NPC,mapped_name_family,,visual.family.npc.b0c63928f7423459,,,derived.npc_definition.09eea3971421762d|derived.npc_definition.7cda6bf09d64ec3c|derived.npc_definition.ce1ea6b16eb679ad,,assets/authoritative/batch04/d6ff39e190e33cfe.png,NPC|对话|任务,base,绑定同名 NPC 族。,d6ff39e190e33cfe8e9cf5c44a7a06c11ede6b23a71a3505baed2ed8ab033cf7
merged_final_assets/batch04/28_吕洞宾.png,visual.asset.66edcb4dfa27eebe,吕洞宾,NPC,mapped_name_family,,visual.family.npc.7ef48a579e78e636,,,derived.npc_definition.9a40c3b4b13a16b1,,assets/authoritative/batch04/66edcb4dfa27eebe.png,NPC|对话|任务,base,绑定同名 NPC 族。,66edcb4dfa27eebebf57bc867464d517f3fed8c1897767c1bc08dd01b1b74cc9
merged_final_assets/batch04/29_张果老.png,visual.asset.6c8740596b1522ef,张果老,NPC,mapped_name_family,,visual.family.npc.1fbc51c160b42fae,,,derived.npc_definition.aa8a146e7932a65c,,assets/authoritative/batch04/6c8740596b1522ef.png,NPC|对话|任务,base,绑定同名 NPC 族。,6c8740596b1522efd969262c71775876fcb7c927e2a9ce6c7ec89c774f5f5e12
merged_final_assets/batch04/30_干将.png,visual.asset.a70216837a7c2d1c,干将,NPC,mapped_name_family,,visual.family.npc.d6d7787f89e4177b,,,derived.npc_definition.d04d842572ecfcd9,,assets/authoritative/batch04/a70216837a7c2d1c.png,NPC|对话|任务,base,绑定同名 NPC 族。,a70216837a7c2d1c0722663012c4d1f63d9f22894db1d1cc1bc603aac90f9ef1
merged_final_assets/batch05/11_大型鱼带泡船.png,visual.asset.3ba7bec321e17913,大型鱼带泡船,船只,mapped_type_slot,,,visual.ship_type.65d8475a8c58dbb3,,entity.ship.65d8475a8c58dbb3,,assets/authoritative/batch05/3ba7bec321e17913.png,航海|船只|海上事件,base,绑定船型或海上事件视觉槽位；同一船型可服务多个正式船只。,3ba7bec321e1791397afda58e6e1585f67e2176c2159833deda96ed798134a1b
merged_final_assets/batch05/12_宠物蛋.png,visual.asset.819d91229ac64bab,宠物蛋,宠物/鱼类,mapped_type_slot,,,visual.pet_type.21f55d86220a0229,,,,assets/authoritative/batch05/819d91229ac64bab.png,宠物|任务|状态,base,绑定宠物视觉类型槽位；不创建宠物或物品事实。,819d91229ac64bab406d4f5dc5623c0cd64209d19a48d756e83663c817717914
merged_final_assets/batch05/13_小猫.png,visual.asset.df8437f6816f6964,小猫,宠物/鱼类,mapped_type_slot,,,visual.pet_type.3ecbdba2ef9bc82d,,,,assets/authoritative/batch05/df8437f6816f6964.png,宠物|任务|状态,base,绑定宠物视觉类型槽位；不创建宠物或物品事实。,df8437f6816f696498909158b5b9031626d14355d2832c8d0c0c3c584dfa56c5
merged_final_assets/batch05/14_小狗.png,visual.asset.cb53bc5621510027,小狗,宠物/鱼类,mapped_type_slot,,,visual.pet_type.291b0888f1c619c3,,,,assets/authoritative/batch05/cb53bc5621510027.png,宠物|任务|状态,base,绑定宠物视觉类型槽位；不创建宠物或物品事实。,cb53bc562151002704bb9c45dc452e414f3bba80d7fe3baa70abe1021b71c4b1
